Timestamp,Device_Type,EMG,PPG_IR,PPG_Red,PPG_Green
2025-12-14T20:42:41Z,Oralable,0,524287,119647,0
2025-12-14T20:42:41Z,Oralable,0,524287,119647,57456
2025-12-14T20:42:41Z,Oralable,0,524287,119628,57456
2025-12-14T20:42:42Z,Oralable,0,524287,119628,57456
2025-12-14T20:42:42Z,Oralable,0,524287,119628,57456
2025-12-14T20:42:42Z,Oralable,0,524287,119628,57456
2025-12-14T20:42:42Z,Oralable,0,524287,119628,57456
2025-12-14T20:42:42Z,Oralable,0,524287,119628,0
2025-12-14T20:42:42Z,Oralable,0,524287,119628,0
2025-12-14T20:42:42Z,Oralable,0,524287,119531,0
2025-12-14T20:42:42Z,Oralable,0,524287,119531,0
2025-12-14T20:42:42Z,Oralable,0,524287,119531,0
2025-12-14T20:42:42Z,Oralable,0,524287,119531,0
2025-12-14T20:42:42Z,Oralable,0,524287,119531,0
2025-12-14T20:42:42Z,Oralable,0,524287,119531,0
2025-12-14T20:42:42Z,Oralable,0,524287,119765,0
2025-12-14T20:42:43Z,Oralable,0,524287,119765,0
2025-12-14T20:42:43Z,Oralable,0,524287,119765,0
2025-12-14T20:42:43Z,Oralable,0,524287,119765,0
2025-12-14T20:42:43Z,Oralable,0,524287,119765,0
2025-12-14T20:42:43Z,Oralable,0,524287,119765,0
2025-12-14T20:42:43Z,Oralable,0,524287,119765,21
2025-12-14T20:42:43Z,Oralable,0,524287,119643,21
2025-12-14T20:42:43Z,Oralable,0,524287,119643,134
2025-12-14T20:42:43Z,Oralable,0,524287,119643,134
2025-12-14T20:42:43Z,Oralable,0,524287,119818,134
2025-12-14T20:42:43Z,Oralable,0,524287,119818,134
2025-12-14T20:42:43Z,Oralable,0,524287,119818,134
2025-12-14T20:42:43Z,Oralable,0,524287,119818,134
2025-12-14T20:42:43Z,Oralable,0,524287,119818,134
2025-12-14T20:42:43Z,Oralable,0,524287,120038,134
2025-12-14T20:42:43Z,Oralable,0,524287,120038,0
2025-12-14T20:42:44Z,Oralable,0,524287,120038,0
2025-12-14T20:42:44Z,Oralable,0,524287,120038,0
2025-12-14T20:42:44Z,Oralable,0,524287,120038,0
2025-12-14T20:42:44Z,Oralable,0,524287,120038,0
2025-12-14T20:42:44Z,Oralable,0,524287,120038,0
2025-12-14T20:42:44Z,Oralable,0,524287,120038,0
2025-12-14T20:42:44Z,Oralable,0,524287,119746,0
2025-12-14T20:42:44Z,Oralable,0,524287,119746,0
2025-12-14T20:42:44Z,Oralable,0,524287,119746,0
2025-12-14T20:42:44Z,Oralable,0,524287,119746,0
2025-12-14T20:42:44Z,Oralable,0,524287,119746,4
2025-12-14T20:42:44Z,Oralable,0,524287,119746,4
2025-12-14T20:42:44Z,Oralable,0,524287,119763,4
2025-12-14T20:42:45Z,Oralable,0,524287,119763,4
2025-12-14T20:42:45Z,Oralable,0,524287,119763,4
2025-12-14T20:42:45Z,Oralable,0,524287,119763,4
2025-12-14T20:42:45Z,Oralable,0,524287,119763,4
2025-12-14T20:42:45Z,Oralable,0,524287,119763,8
2025-12-14T20:42:45Z,Oralable,0,524287,119763,8
2025-12-14T20:42:45Z,Oralable,0,524287,119897,8
2025-12-14T20:42:45Z,Oralable,0,393216,119897,8
2025-12-14T20:42:45Z,Oralable,0,393216,119897,24
2025-12-14T20:42:45Z,Oralable,0,393216,75004,24
2025-12-14T20:42:45Z,Oralable,0,393216,75004,24
2025-12-14T20:42:45Z,Oralable,0,393216,75004,24
2025-12-14T20:42:45Z,Oralable,0,393216,75004,24
2025-12-14T20:42:45Z,Oralable,0,393216,92318,24
2025-12-14T20:42:45Z,Oralable,0,325236,92318,24
2025-12-14T20:42:45Z,Oralable,0,325236,92318,17
2025-12-14T20:42:46Z,Oralable,0,325236,92318,17
2025-12-14T20:42:46Z,Oralable,0,325236,92318,17
2025-12-14T20:42:46Z,Oralable,0,325236,92318,17
2025-12-14T20:42:46Z,Oralable,0,325236,92318,17
2025-12-14T20:42:46Z,Oralable,0,325236,27611,17
2025-12-14T20:42:46Z,Oralable,0,83029,27611,17
2025-12-14T20:42:46Z,Oralable,0,83029,27611,7
2025-12-14T20:42:46Z,Oralable,0,83029,27611,7
2025-12-14T20:42:46Z,Oralable,0,83029,27611,7
2025-12-14T20:42:46Z,Oralable,0,83029,27611,7
2025-12-14T20:42:46Z,Oralable,0,83029,27611,9
2025-12-14T20:42:46Z,Oralable,0,77048,27611,9
2025-12-14T20:42:46Z,Oralable,0,77048,21884,9
2025-12-14T20:42:47Z,Oralable,0,77048,21884,9
2025-12-14T20:42:47Z,Oralable,0,77048,21884,9
2025-12-14T20:42:47Z,Oralable,0,77048,21884,9
2025-12-14T20:42:47Z,Oralable,0,77048,21884,9
2025-12-14T20:42:47Z,Oralable,0,77048,21884,3
2025-12-14T20:42:47Z,Oralable,0,84678,21884,3
2025-12-14T20:42:47Z,Oralable,0,84678,24559,3
2025-12-14T20:42:47Z,Oralable,0,129410,24559,3
2025-12-14T20:42:47Z,Oralable,0,129410,24559,2
2025-12-14T20:42:47Z,Oralable,0,129410,40018,2
2025-12-14T20:42:47Z,Oralable,0,129410,40018,2
2025-12-14T20:42:47Z,Oralable,0,129410,40018,2
2025-12-14T20:42:47Z,Oralable,0,129410,40018,2
2025-12-14T20:42:47Z,Oralable,0,129410,40018,23
2025-12-14T20:42:47Z,Oralable,0,18818,40018,23
2025-12-14T20:42:47Z,Oralable,0,18818,3755,23
2025-12-14T20:42:48Z,Oralable,0,18818,3755,23
2025-12-14T20:42:48Z,Oralable,0,18818,3755,23
2025-12-14T20:42:48Z,Oralable,0,18818,3755,23
2025-12-14T20:42:48Z,Oralable,0,18818,3755,23
2025-12-14T20:42:48Z,Oralable,0,147302,3755,23
2025-12-14T20:42:48Z,Oralable,0,147302,45104,23
2025-12-14T20:42:48Z,Oralable,0,147302,45104,11
2025-12-14T20:42:48Z,Oralable,0,147302,45104,11
2025-12-14T20:42:48Z,Oralable,0,147302,45104,11
2025-12-14T20:42:48Z,Oralable,0,147302,45104,11
2025-12-14T20:42:48Z,Oralable,0,142907,45104,11
2025-12-14T20:42:48Z,Oralable,0,142907,41721,11
2025-12-14T20:42:48Z,Oralable,0,142907,41721,0
2025-12-14T20:42:49Z,Oralable,0,180019,41721,0
2025-12-14T20:42:49Z,Oralable,0,180019,56473,0
2025-12-14T20:42:49Z,Oralable,0,180019,56473,0
2025-12-14T20:42:49Z,Oralable,0,180019,56473,0
2025-12-14T20:42:49Z,Oralable,0,180019,56473,0
2025-12-14T20:42:49Z,Oralable,0,180019,56473,0
2025-12-14T20:42:49Z,Oralable,0,180019,56473,0
2025-12-14T20:42:49Z,Oralable,0,162973,56473,0
2025-12-14T20:42:49Z,Oralable,0,162973,49963,0
2025-12-14T20:42:49Z,Oralable,0,162973,49963,0
2025-12-14T20:42:49Z,Oralable,0,162973,49963,0
2025-12-14T20:42:49Z,Oralable,0,162973,49963,0
2025-12-14T20:42:49Z,Oralable,0,162973,49963,0
2025-12-14T20:42:49Z,Oralable,0,162973,51097,0
2025-12-14T20:42:49Z,Oralable,0,165040,51097,0
2025-12-14T20:42:49Z,Oralable,0,165040,51097,8
2025-12-14T20:42:50Z,Oralable,0,165040,51097,8
2025-12-14T20:42:50Z,Oralable,0,165040,51097,8
2025-12-14T20:42:50Z,Oralable,0,165040,51097,8
2025-12-14T20:42:50Z,Oralable,0,165040,51097,8
2025-12-14T20:42:50Z,Oralable,0,165040,49763,8
2025-12-14T20:42:50Z,Oralable,0,161602,49763,8
2025-12-14T20:42:50Z,Oralable,0,161602,49763,2
2025-12-14T20:42:50Z,Oralable,0,161602,49763,2
2025-12-14T20:42:50Z,Oralable,0,161602,49763,2
2025-12-14T20:42:50Z,Oralable,0,161602,49763,2
2025-12-14T20:42:50Z,Oralable,0,160590,49763,2
2025-12-14T20:42:50Z,Oralable,0,160590,49362,2
2025-12-14T20:42:50Z,Oralable,0,160590,49362,1
2025-12-14T20:42:51Z,Oralable,0,160590,50089,1
2025-12-14T20:42:51Z,Oralable,0,162089,50089,1
2025-12-14T20:42:51Z,Oralable,0,162089,50089,1
2025-12-14T20:42:51Z,Oralable,0,162089,50089,1
2025-12-14T20:42:51Z,Oralable,0,162089,50089,1
2025-12-14T20:42:51Z,Oralable,0,162089,50089,1
2025-12-14T20:42:51Z,Oralable,0,162089,50089,1
2025-12-14T20:42:51Z,Oralable,0,162089,50089,11
2025-12-14T20:42:51Z,Oralable,0,158160,50089,11
2025-12-14T20:42:51Z,Oralable,0,158160,48263,11
2025-12-14T20:42:51Z,Oralable,0,158160,48263,11
2025-12-14T20:42:51Z,Oralable,0,158160,48263,11
2025-12-14T20:42:51Z,Oralable,0,158160,48263,11
2025-12-14T20:42:51Z,Oralable,0,160585,48263,11
2025-12-14T20:42:51Z,Oralable,0,160585,49317,11
2025-12-14T20:42:51Z,Oralable,0,160585,49317,16637
2025-12-14T20:42:52Z,Oralable,0,160585,49317,16637
2025-12-14T20:42:52Z,Oralable,0,160585,49317,16637
2025-12-14T20:42:52Z,Oralable,0,160585,49317,16637
2025-12-14T20:42:52Z,Oralable,0,160585,49317,16637
2025-12-14T20:42:52Z,Oralable,0,119253,49317,16637
2025-12-14T20:42:52Z,Oralable,0,119253,37074,16637
2025-12-14T20:42:52Z,Oralable,0,119253,37074,0
2025-12-14T20:42:52Z,Oralable,0,119253,37074,0
2025-12-14T20:42:52Z,Oralable,0,119253,37074,0
2025-12-14T20:42:52Z,Oralable,0,119253,37074,0
2025-12-14T20:42:52Z,Oralable,0,119253,107247,0
2025-12-14T20:42:52Z,Oralable,0,500225,107247,0
2025-12-14T20:42:52Z,Oralable,0,500225,107247,132
2025-12-14T20:42:53Z,Oralable,0,522752,107247,132
2025-12-14T20:42:53Z,Oralable,0,522752,107122,132
2025-12-14T20:42:53Z,Oralable,0,522752,107122,9
2025-12-14T20:42:53Z,Oralable,0,522752,107122,9
2025-12-14T20:42:53Z,Oralable,0,522752,107122,9
2025-12-14T20:42:53Z,Oralable,0,522752,107122,9
2025-12-14T20:42:53Z,Oralable,0,522752,107122,9
2025-12-14T20:42:53Z,Oralable,0,522752,107122,0
2025-12-14T20:42:53Z,Oralable,0,523178,107122,0
2025-12-14T20:42:53Z,Oralable,0,523178,107055,0
2025-12-14T20:42:53Z,Oralable,0,523178,107055,0
2025-12-14T20:42:53Z,Oralable,0,523178,107055,0
2025-12-14T20:42:53Z,Oralable,0,523178,107055,0
2025-12-14T20:42:53Z,Oralable,0,523178,107014,0
2025-12-14T20:42:53Z,Oralable,0,523740,107014,0
2025-12-14T20:42:53Z,Oralable,0,523740,107014,0
2025-12-14T20:42:54Z,Oralable,0,523740,107014,0
2025-12-14T20:42:54Z,Oralable,0,523740,107014,0
2025-12-14T20:42:54Z,Oralable,0,523740,107014,0
2025-12-14T20:42:54Z,Oralable,0,523740,107014,0
2025-12-14T20:42:54Z,Oralable,0,523740,107292,0
2025-12-14T20:42:54Z,Oralable,0,523830,107292,0
2025-12-14T20:42:54Z,Oralable,0,523830,107292,0
2025-12-14T20:42:54Z,Oralable,0,523830,107292,0
2025-12-14T20:42:54Z,Oralable,0,523830,107292,0
2025-12-14T20:42:54Z,Oralable,0,523830,107292,0
2025-12-14T20:42:54Z,Oralable,0,524166,107292,0
2025-12-14T20:42:54Z,Oralable,0,524166,107316,0
2025-12-14T20:42:54Z,Oralable,0,524166,107316,62681
2025-12-14T20:42:54Z,Oralable,0,524166,107157,62681
2025-12-14T20:42:54Z,Oralable,0,523935,107157,62681
2025-12-14T20:42:54Z,Oralable,0,523935,107157,0
2025-12-14T20:42:55Z,Oralable,0,523935,107157,0
2025-12-14T20:42:55Z,Oralable,0,523935,107157,0
2025-12-14T20:42:55Z,Oralable,0,523935,107157,0
2025-12-14T20:42:55Z,Oralable,0,523935,107157,0
2025-12-14T20:42:55Z,Oralable,0,523935,107226,0
2025-12-14T20:42:55Z,Oralable,0,524287,107226,0
2025-12-14T20:42:55Z,Oralable,0,524287,107226,240
2025-12-14T20:42:55Z,Oralable,0,524287,107226,240
2025-12-14T20:42:55Z,Oralable,0,524287,107226,240
2025-12-14T20:42:55Z,Oralable,0,524287,107226,240
2025-12-14T20:42:55Z,Oralable,0,524287,107226,240
2025-12-14T20:42:55Z,Oralable,0,524287,107613,240
2025-12-14T20:42:55Z,Oralable,0,524287,107613,13
2025-12-14T20:42:56Z,Oralable,0,524287,107613,13
2025-12-14T20:42:56Z,Oralable,0,524287,107613,13
2025-12-14T20:42:56Z,Oralable,0,524287,107613,13
2025-12-14T20:42:56Z,Oralable,0,524287,107613,13
2025-12-14T20:42:56Z,Oralable,0,524287,107613,13
2025-12-14T20:42:56Z,Oralable,0,524287,107271,13
2025-12-14T20:42:56Z,Oralable,0,524287,107271,0
2025-12-14T20:42:56Z,Oralable,0,524287,107271,0
2025-12-14T20:42:56Z,Oralable,0,524287,107271,0
2025-12-14T20:42:56Z,Oralable,0,524287,107271,0
2025-12-14T20:42:56Z,Oralable,0,524287,107271,0
2025-12-14T20:42:56Z,Oralable,0,524287,107291,0
2025-12-14T20:42:56Z,Oralable,0,524287,107291,0
2025-12-14T20:42:56Z,Oralable,0,524287,107291,0
2025-12-14T20:42:56Z,Oralable,0,524287,107783,0
2025-12-14T20:42:56Z,Oralable,0,524287,107783,2
2025-12-14T20:42:57Z,Oralable,0,524287,107783,2
2025-12-14T20:42:57Z,Oralable,0,524287,107783,2
2025-12-14T20:42:57Z,Oralable,0,524287,107783,2
2025-12-14T20:42:57Z,Oralable,0,524287,107783,2
2025-12-14T20:42:57Z,Oralable,0,65536,107783,2
2025-12-14T20:42:57Z,Oralable,0,65536,9028,2
2025-12-14T20:42:57Z,Oralable,0,65536,9028,4305
2025-12-14T20:42:57Z,Oralable,0,65536,9028,4305
2025-12-14T20:42:57Z,Oralable,0,65536,9028,4305
2025-12-14T20:42:57Z,Oralable,0,65536,9028,4305
2025-12-14T20:42:57Z,Oralable,0,65536,22394,4305
2025-12-14T20:42:57Z,Oralable,0,77350,22394,4305
2025-12-14T20:42:57Z,Oralable,0,77350,22394,34
2025-12-14T20:42:58Z,Oralable,0,77350,22394,34
2025-12-14T20:42:58Z,Oralable,0,77350,22394,34
2025-12-14T20:42:58Z,Oralable,0,77350,22394,34
2025-12-14T20:42:58Z,Oralable,0,112591,22394,34
2025-12-14T20:42:58Z,Oralable,0,112591,32846,34
2025-12-14T20:42:58Z,Oralable,0,112591,32846,1
2025-12-14T20:42:58Z,Oralable,0,112591,32846,1
2025-12-14T20:42:58Z,Oralable,0,112591,32846,1
2025-12-14T20:42:58Z,Oralable,0,112591,32846,1
2025-12-14T20:42:58Z,Oralable,0,112591,32846,1
2025-12-14T20:42:58Z,Oralable,0,113671,32846,1
2025-12-14T20:42:58Z,Oralable,0,113671,32884,1
2025-12-14T20:42:58Z,Oralable,0,113671,32884,3
2025-12-14T20:42:58Z,Oralable,0,113671,35016,3
2025-12-14T20:42:58Z,Oralable,0,119982,35016,3
2025-12-14T20:42:58Z,Oralable,0,119982,35016,0
2025-12-14T20:42:58Z,Oralable,0,119982,35016,0
2025-12-14T20:42:58Z,Oralable,0,119982,35016,0
2025-12-14T20:42:58Z,Oralable,0,119982,35016,0
2025-12-14T20:42:59Z,Oralable,0,119982,35016,0
2025-12-14T20:42:59Z,Oralable,0,119982,33450,0
2025-12-14T20:42:59Z,Oralable,0,115873,33450,0
2025-12-14T20:42:59Z,Oralable,0,115873,33450,0
2025-12-14T20:42:59Z,Oralable,0,115873,33450,0
2025-12-14T20:42:59Z,Oralable,0,115873,33450,0
2025-12-14T20:42:59Z,Oralable,0,115873,33450,0
2025-12-14T20:42:59Z,Oralable,0,117833,33450,0
2025-12-14T20:42:59Z,Oralable,0,117833,34156,0
2025-12-14T20:42:59Z,Oralable,0,117833,34156,6
2025-12-14T20:42:59Z,Oralable,0,117833,34156,6
2025-12-14T20:42:59Z,Oralable,0,117833,34156,6
2025-12-14T20:42:59Z,Oralable,0,117833,34156,6
2025-12-14T20:43:00Z,Oralable,0,121298,34156,6
2025-12-14T20:43:00Z,Oralable,0,121298,35590,6
2025-12-14T20:43:00Z,Oralable,0,121298,35590,3
2025-12-14T20:43:00Z,Oralable,0,121298,35590,3
2025-12-14T20:43:00Z,Oralable,0,121298,34593,3
2025-12-14T20:43:00Z,Oralable,0,119092,34593,3
2025-12-14T20:43:00Z,Oralable,0,119092,34593,2
2025-12-14T20:43:00Z,Oralable,0,119092,34593,2
2025-12-14T20:43:00Z,Oralable,0,119092,34593,2
2025-12-14T20:43:00Z,Oralable,0,119092,34593,2
2025-12-14T20:43:00Z,Oralable,0,119033,34593,2
2025-12-14T20:43:00Z,Oralable,0,119033,34703,2
2025-12-14T20:43:00Z,Oralable,0,119033,34703,7
2025-12-14T20:43:01Z,Oralable,0,119033,34703,7
2025-12-14T20:43:01Z,Oralable,0,119033,34703,7
2025-12-14T20:43:01Z,Oralable,0,119033,34703,7
2025-12-14T20:43:01Z,Oralable,0,119033,34703,7
2025-12-14T20:43:01Z,Oralable,0,119653,34703,7
2025-12-14T20:43:01Z,Oralable,0,119653,35147,7
2025-12-14T20:43:01Z,Oralable,0,119653,35147,0
2025-12-14T20:43:01Z,Oralable,0,119653,35147,0
2025-12-14T20:43:01Z,Oralable,0,119653,35147,0
2025-12-14T20:43:01Z,Oralable,0,119653,35147,0
2025-12-14T20:43:01Z,Oralable,0,119653,35147,0
2025-12-14T20:43:01Z,Oralable,0,119112,35147,0
2025-12-14T20:43:01Z,Oralable,0,119112,34886,0
2025-12-14T20:43:01Z,Oralable,0,119112,34886,0
2025-12-14T20:43:01Z,Oralable,0,119112,34886,0
2025-12-14T20:43:01Z,Oralable,0,119112,34886,0
2025-12-14T20:43:02Z,Oralable,0,119112,34886,0
2025-12-14T20:43:02Z,Oralable,0,118599,34886,0
2025-12-14T20:43:02Z,Oralable,0,118599,34579,0
2025-12-14T20:43:02Z,Oralable,0,118599,34579,0
2025-12-14T20:43:02Z,Oralable,0,108887,34579,0
2025-12-14T20:43:02Z,Oralable,0,108887,32026,0
2025-12-14T20:43:02Z,Oralable,0,108887,32026,0
2025-12-14T20:43:02Z,Oralable,0,108887,32026,0
2025-12-14T20:43:02Z,Oralable,0,108887,32026,0
2025-12-14T20:43:02Z,Oralable,0,108887,32026,0
2025-12-14T20:43:02Z,Oralable,0,108887,86113,0
2025-12-14T20:43:02Z,Oralable,0,369055,86113,0
2025-12-14T20:43:02Z,Oralable,0,369055,86113,73
2025-12-14T20:43:02Z,Oralable,0,369055,86113,73
2025-12-14T20:43:02Z,Oralable,0,369055,86113,73
2025-12-14T20:43:02Z,Oralable,0,369055,86113,73
2025-12-14T20:43:03Z,Oralable,0,369055,86113,73
2025-12-14T20:43:03Z,Oralable,0,443452,86113,73
2025-12-14T20:43:03Z,Oralable,0,443452,85578,73
2025-12-14T20:43:03Z,Oralable,0,443452,85578,197
2025-12-14T20:43:03Z,Oralable,0,443452,85578,197
2025-12-14T20:43:03Z,Oralable,0,443452,85578,197
2025-12-14T20:43:03Z,Oralable,0,443452,85578,197
2025-12-14T20:43:03Z,Oralable,0,443452,85578,51
2025-12-14T20:43:03Z,Oralable,0,443478,85578,51
2025-12-14T20:43:03Z,Oralable,0,443478,85306,51
2025-12-14T20:43:03Z,Oralable,0,443478,85306,51
2025-12-14T20:43:03Z,Oralable,0,443478,85306,51
2025-12-14T20:43:03Z,Oralable,0,443478,85306,51
2025-12-14T20:43:03Z,Oralable,0,443478,85604,51
2025-12-14T20:43:03Z,Oralable,0,444018,85604,51
2025-12-14T20:43:03Z,Oralable,0,444018,85604,0
2025-12-14T20:43:04Z,Oralable,0,444018,85604,0
2025-12-14T20:43:04Z,Oralable,0,444474,85604,0
2025-12-14T20:43:04Z,Oralable,0,444474,85627,0
2025-12-14T20:43:04Z,Oralable,0,444474,85627,32768
2025-12-14T20:43:04Z,Oralable,0,444474,85627,32768
2025-12-14T20:43:04Z,Oralable,0,444474,85627,32768
2025-12-14T20:43:04Z,Oralable,0,444474,85627,32768
2025-12-14T20:43:04Z,Oralable,0,444474,85627,7
2025-12-14T20:43:04Z,Oralable,0,445437,85627,7
2025-12-14T20:43:04Z,Oralable,0,445437,85721,7
2025-12-14T20:43:04Z,Oralable,0,445437,85721,7
2025-12-14T20:43:04Z,Oralable,0,445437,85721,7
2025-12-14T20:43:04Z,Oralable,0,445437,85721,7
2025-12-14T20:43:05Z,Oralable,0,445437,85721,7
2025-12-14T20:43:05Z,Oralable,0,445437,85721,2
2025-12-14T20:43:05Z,Oralable,0,445367,85721,2
2025-12-14T20:43:05Z,Oralable,0,445367,86004,2
2025-12-14T20:43:05Z,Oralable,0,445367,86004,2
2025-12-14T20:43:05Z,Oralable,0,445367,86004,2
2025-12-14T20:43:05Z,Oralable,0,445367,86004,2
2025-12-14T20:43:05Z,Oralable,0,445367,86004,23
2025-12-14T20:43:05Z,Oralable,0,445446,86004,23
2025-12-14T20:43:05Z,Oralable,0,445446,85736,23
2025-12-14T20:43:05Z,Oralable,0,445446,85736,23
2025-12-14T20:43:05Z,Oralable,0,445446,85736,23
